8.889685273170471191e-01,9.666982293128967285e-01,8.989085555076599121e-01,8.009980916976928711e-01,4.851920530200004578e-02,7.267951499670743942e-03,8.065772056579589844e-02,7.078667283058166504e-01,3.671003282070159912e-01,3.854120969772338867e-01,1.996752470731735229e-01,7.297771573066711426e-01,3.473763465881347656e-01,4.182168245315551758e-01,1.947365403175354004e-01,7.341071367263793945e-01,9.246243834495544434e-01,9.674784541130065918e-01,8.559331893920898438e-01,7.156364321708679199e-01
8.851889371871948242e-01,9.685005545616149902e-01,8.358480334281921387e-01,7.699621319770812988e-01,4.878903925418853760e-02,7.267951499670743942e-03,8.065772056579589844e-02,7.078667283058166504e-01,3.572198748588562012e-01,3.854120969772338867e-01,1.997247785329818726e-01,7.296577095985412598e-01,3.398644328117370605e-01,4.157766401767730713e-01,1.947365403175354004e-01,7.339978814125061035e-01,9.262688755989074707e-01,9.674784541130065918e-01,8.833495378494262695e-01,7.477333545684814453e-01
8.865044116973876953e-01,9.678978919982910156e-01,8.469984531402587891e-01,8.053150177001953125e-01,3.983503580093383789e-02,7.598312105983495712e-03,8.018247783184051514e-02,7.063134908676147461e-01,3.446108996868133545e-01,3.849989473819732666e-01,1.996782124042510986e-01,7.274426221847534180e-01,3.446969985961914062e-01,4.135397970676422119e-01,1.947442591190338135e-01,7.365036606788635254e-01,9.262688755989074707e-01,9.690845608711242676e-01,8.861947059631347656e-01,7.441707253456115723e-01
8.906373977661132812e-01,9.674980044364929199e-01,8.880655765533447266e-01,7.940473556518554688e-01,3.983503580093383789e-02,7.267951499670743942e-03,8.098743110895156860e-02,7.061495780944824219e-01,3.439059555530548096e-01,3.845857977867126465e-01,1.997128874063491821e-01,7.296251654624938965e-01,3.510703146457672119e-01,4.115062355995178223e-01,1.946641206741333008e-01,7.365363836288452148e-01,9.230462908744812012e-01,9.676812291145324707e-01,8.827315568923950195e-01,7.399721145629882812e-01
8.876186609268188477e-01,9.681006073951721191e-01,8.858534097671508789e-01,7.764107584953308105e-01,1.429159007966518402e-02,7.267951499670743942e-03,8.041896671056747437e-02,7.075091600418090820e-01,3.430407047271728516e-01,3.841725885868072510e-01,1.996782124042510986e-01,7.297264933586120605e-01,3.485722839832305908e-01,4.092694222927093506e-01,1.945472955703735352e-01,7.348828911781311035e-01,9.214784502983093262e-01,9.670783281326293945e-01,8.560272455215454102e-01,7.355926632881164551e-01
8.898766040802001953e-01,9.677006602287292480e-01,9.013834595680236816e-01,7.874172329902648926e-01,3.630394861102104187e-02,7.267951499670743942e-03,8.009834587574005127e-02,7.059633731842041016e-01,3.408710062503814697e-01,3.839659988880157471e-01,1.997118890285491943e-01,7.296613454818725586e-01,3.480489850044250488e-01,4.076426029205322266e-01,1.946254968643188477e-01,7.343074679374694824e-01,9.238889813423156738e-01,9.676812291145324707e-01,8.973872661590576172e-01,7.303270697593688965e-01
8.899404406547546387e-01,9.658929109573364258e-01,9.124234318733215332e-01,7.976703047752380371e-01,3.563212230801582336e-02,7.267951499670743942e-03,8.052356541156768799e-02,7.067418694496154785e-01,3.416967391967773438e-01,3.833462595939636230e-01,1.996891051530838013e-01,7.298206090927124023e-01,3.508108556270599365e-01,4.056091010570526123e-01,1.944970935583114624e-01,7.345696687698364258e-01,9.242056608200073242e-01,9.676812291145324707e-01,8.607409000396728516e-01,7.758758664131164551e-01
8.889047503471374512e-01,9.670981168746948242e-01,9.061540961265563965e-01,8.234612941741943359e-01,1.432720571756362915e-02,7.267951499670743942e-03,8.044283837080001831e-02,7.052854299545288086e-01,3.446718752384185791e-01,3.831396996974945068e-01,1.996891051530838013e-01,7.298206090927124023e-01,3.524358570575714111e-01,4.039823114871978760e-01,1.945125311613082886e-01,7.336591482162475586e-01,9.230462908744812012e-01,9.682841897010803223e-01,8.397122621536254883e-01,7.758758664131164551e-01
8.859104514122009277e-01,9.666982293128967285e-01,8.575698137283325195e-01,7.367740273475646973e-01,3.150723874568939209e-02,7.267951499670743942e-03,8.017338812351226807e-02,7.070919871330261230e-01,3.446718752384185791e-01,3.827265202999114990e-01,1.997198164463043213e-01,7.296396493911743164e-01,3.465526700019836426e-01,4.027622342109680176e-01,1.945299208164215088e-01,7.342309951782226562e-01,9.185878038406372070e-01,9.668754935264587402e-01,8.397122621536254883e-01,7.537012696266174316e-01
8.860577344894409180e-01,9.666982293128967285e-01,8.168011903762817383e-01,7.551209926605224609e-01,3.844015300273895264e-03,7.598312105983495712e-03,8.029731363058090210e-02,7.053264379501342773e-01,3.454480767250061035e-01,3.825199604034423828e-01,1.996990144252777100e-01,7.296034693717956543e-01,3.432020843029022217e-01,4.007287323474884033e-01,1.946177780628204346e-01,7.341836094856262207e-01,9.185878038406372070e-01,9.682841897010803223e-01,7.949686050415039062e-01,7.304054498672485352e-01
8.834169507026672363e-01,9.666982293128967285e-01,7.731248736381530762e-01,7.677869200706481934e-01,1.360946055501699448e-02,7.598312105983495712e-03,8.014609664678573608e-02,7.089171409606933594e-01,3.568430840969085693e-01,3.823133111000061035e-01,1.996801942586898804e-01,7.297301292419433594e-01,3.432020843029022217e-01,3.995086252689361572e-01,1.947124004364013672e-01,7.341690659523010254e-01,9.278163313865661621e-01,9.668754935264587402e-01,8.850796222686767578e-01,7.635964751243591309e-01
8.803687691688537598e-01,9.677006602287292480e-01,7.374464273452758789e-01,7.638721466064453125e-01,3.744354844093322754e-02,7.267951499670743942e-03,7.994826883077621460e-02,7.077475190162658691e-01,3.636884093284606934e-01,3.821067512035369873e-01,1.997059434652328491e-01,7.296613454818725586e-01,3.446257412433624268e-01,3.978818058967590332e-01,1.947017759084701538e-01,7.338849902153015137e-01,9.240933060646057129e-01,9.668754935264587402e-01,9.007296562194824219e-01,7.398937344551086426e-01
