8.951631188392639160e-01,9.674980044364929199e-01,9.673457741737365723e-01,8.172877430915832520e-01,8.241216540336608887e-01,9.917456507682800293e-01,8.637495040893554688e-01,8.279579281806945801e-01,9.327862262725830078e-01,9.958707094192504883e-01,9.650457501411437988e-01,8.667398691177368164e-01,8.918126821517944336e-01,9.792602658271789551e-01,9.246813654899597168e-01,9.603200554847717285e-01,9.369223117828369141e-01,9.670783281326293945e-01,9.470827579498291016e-01,8.076923489570617676e-01
8.946918845176696777e-01,9.678978919982910156e-01,9.587568044662475586e-01,7.987934350967407227e-01,8.985540866851806641e-01,9.940550923347473145e-01,9.384274482727050781e-01,8.729060888290405273e-01,9.325302839279174805e-01,9.952501058578491211e-01,9.650457501411437988e-01,8.667398691177368164e-01,8.942837715148925781e-01,9.794601798057556152e-01,8.673661351203918457e-01,9.143538475036621094e-01,9.455788135528564453e-01,9.672811031341552734e-01,9.411746263504028320e-01,8.225640058517456055e-01
8.902447223663330078e-01,9.673007726669311523e-01,9.546071290969848633e-01,8.175352811813354492e-01,8.454306721687316895e-01,9.924041628837585449e-01,9.384274482727050781e-01,8.729060888290405273e-01,9.325302839279174805e-01,9.958707094192504883e-01,9.717655181884765625e-01,8.114097118377685547e-01,6.771373152732849121e-01,9.705145955085754395e-01,1.940954327583312988e-01,7.323116064071655273e-01,9.357169866561889648e-01,9.662780165672302246e-01,9.488568305969238281e-01,8.224709033966064453e-01
9.052894711494445801e-01,9.691030979156494141e-01,9.593209624290466309e-01,7.817296385765075684e-01,8.966053724288940430e-01,9.920794367790222168e-01,9.442401528358459473e-01,8.167690038681030273e-01,9.659198522567749023e-01,9.960794448852539062e-01,9.534652233123779297e-01,8.336945176124572754e-01,6.771373152732849121e-01,9.432669281959533691e-01,1.945926696062088013e-01,7.330800890922546387e-01,9.265344142913818359e-01,9.668754935264587402e-01,9.322358369827270508e-01,8.253220915794372559e-01
8.976075649261474609e-01,9.678978919982910156e-01,9.534009695053100586e-01,8.314549922943115234e-01,8.966053724288940430e-01,9.927379488945007324e-01,9.422888755798339844e-01,8.397990465164184570e-01,9.314557313919067383e-01,9.944266080856323242e-01,9.685779809951782227e-01,8.452735543251037598e-01,4.253697991371154785e-01,9.089006185531616211e-01,1.944333612918853760e-01,7.344203591346740723e-01,9.290981888771057129e-01,9.668754935264587402e-01,9.388766288757324219e-01,8.133198618888854980e-01
8.917860388755798340e-01,9.656957387924194336e-01,9.681547880172729492e-01,8.440334796905517578e-01,8.823595046997070312e-01,9.933964610099792480e-01,9.649651050567626953e-01,8.500571250915527344e-01,9.375706911087036133e-01,9.948383569717407227e-01,9.620860815048217773e-01,8.644050955772399902e-01,3.321495652198791504e-01,8.812448382377624512e-01,1.945791542530059814e-01,7.347481250762939453e-01,9.462785124778747559e-01,9.674784541130065918e-01,9.383764266967773438e-01,8.350005149841308594e-01
8.941372036933898926e-01,9.664955139160156250e-01,9.457135796546936035e-01,8.097364306449890137e-01,8.442958593368530273e-01,9.900948405265808105e-01,9.387956261634826660e-01,8.339844942092895508e-01,9.298080205917358398e-01,9.969029426574707031e-01,9.675105214118957520e-01,8.669677376747131348e-01,3.285174369812011719e-01,8.546057939529418945e-01,1.952202469110488892e-01,7.346352338790893555e-01,9.192364215850830078e-01,9.660751819610595703e-01,9.171742200851440430e-01,8.298729658126831055e-01
8.956588506698608398e-01,9.670981168746948242e-01,9.494602680206298828e-01,8.554664850234985352e-01,8.859732747077941895e-01,9.920794367790222168e-01,9.659253358840942383e-01,8.456587195396423340e-01,9.192513227462768555e-01,9.971116781234741211e-01,9.352069497108459473e-01,9.063976407051086426e-01,3.320505321025848389e-01,8.546057939529418945e-01,1.945405304431915283e-01,7.349120378494262695e-01,9.290114045143127441e-01,9.684815406799316406e-01,9.565687179565429688e-01,8.298729658126831055e-01
8.956588506698608398e-01,9.687032103538513184e-01,9.469107389450073242e-01,7.970433235168457031e-01,8.466029167175292969e-01,9.950473904609680176e-01,9.631376266479492188e-01,8.594808578491210938e-01,9.629211425781250000e-01,9.973148107528686523e-01,9.654805064201354980e-01,8.635253310203552246e-01,3.436115980148315430e-01,8.289840221405029297e-01,1.947423219680786133e-01,7.337793707847595215e-01,9.290114045143127441e-01,9.656749963760375977e-01,9.565687179565429688e-01,8.227446079254150391e-01
8.920805454254150391e-01,9.664955139160156250e-01,9.476928710937500000e-01,8.302953839302062988e-01,8.799404501914978027e-01,9.950473904609680176e-01,9.657394886016845703e-01,8.277685046195983887e-01,9.102963209152221680e-01,9.973148107528686523e-01,9.421696066856384277e-01,8.280916810035705566e-01,3.421667218208312988e-01,8.068188428878784180e-01,1.953061819076538086e-01,7.346425056457519531e-01,9.199666976928710938e-01,9.684815406799316406e-01,9.419484138488769531e-01,8.565871715545654297e-01
