9.416208267211914062e-01,9.680814146995544434e-01,9.426752328872680664e-01,8.462491035461425781e-01
9.207225441932678223e-01,9.686843156814575195e-01,9.125695228576660156e-01,8.354886174201965332e-01
9.352318644523620605e-01,9.664753675460815430e-01,9.125695228576660156e-01,8.354886174201965332e-01
9.495930075645446777e-01,9.682841897010803223e-01,9.596168994903564453e-01,7.809214591979980469e-01
9.152120351791381836e-01,9.668754935264587402e-01,9.319622516632080078e-01,8.316694498062133789e-01
9.259931445121765137e-01,9.672811031341552734e-01,8.906787633895874023e-01,8.235439062118530273e-01
9.259931445121765137e-01,9.686843156814575195e-01,8.800835609436035156e-01,7.785161733627319336e-01
9.250636100769042969e-01,9.690845608711242676e-01,8.842086791992187500e-01,7.805055379867553711e-01
9.245427250862121582e-01,9.684815406799316406e-01,8.725277185440063477e-01,8.108153939247131348e-01
9.220402240753173828e-01,9.690845608711242676e-01,8.482507467269897461e-01,7.473475933074951172e-01
9.266468286514282227e-01,9.690845608711242676e-01,9.216552972793579102e-01,7.992438077926635742e-01
9.266059398651123047e-01,9.674784541130065918e-01,9.216552972793579102e-01,7.992438077926635742e-01
9.266059398651123047e-01,9.676812291145324707e-01,9.334216117858886719e-01,8.321128487586975098e-01
9.284189939498901367e-01,9.698902964591979980e-01,9.362403154373168945e-01,8.353736400604248047e-01
9.493734240531921387e-01,9.668754935264587402e-01,9.464060068130493164e-01,7.932522296905517578e-01
9.226224422454833984e-01,9.686843156814575195e-01,9.356960058212280273e-01,8.230913281440734863e-01
9.339396953582763672e-01,9.686843156814575195e-01,9.269573688507080078e-01,8.137660026550292969e-01
9.381582140922546387e-01,9.674784541130065918e-01,9.269573688507080078e-01,8.137660026550292969e-01
9.183120131492614746e-01,9.674784541130065918e-01,9.413716793060302734e-01,7.810932993888854980e-01
9.306762814521789551e-01,9.676812291145324707e-01,9.371818304061889648e-01,7.609922885894775391e-01
9.306762814521789551e-01,9.680814146995544434e-01,9.400271177291870117e-01,8.521895408630371094e-01
9.356761574745178223e-01,9.674784541130065918e-01,9.356194734573364258e-01,8.482864499092102051e-01
9.205284714698791504e-01,9.668754935264587402e-01,9.314472675323486328e-01,8.608945012092590332e-01
9.205284714698791504e-01,9.670783281326293945e-01,8.584871292114257812e-01,8.158671855926513672e-01
9.044973850250244141e-01,9.674784541130065918e-01,4.923706054687500000e-01,7.773859500885009766e-01
8.369090557098388672e-01,9.688871502876281738e-01,3.387951254844665527e-01,7.452347278594970703e-01
7.771846055984497070e-01,9.680814146995544434e-01,2.959743440151214600e-01,7.098343372344970703e-01
7.275732755661010742e-01,9.680814146995544434e-01,1.959436684846878052e-01,6.978080868721008301e-01
6.725989580154418945e-01,9.562414288520812988e-01,1.959213018417358398e-01,6.993392705917358398e-01
6.127835512161254883e-01,9.273322224617004395e-01,1.959679722785949707e-01,6.993392705917358398e-01
5.676603317260742188e-01,9.030438661575317383e-01,1.959679722785949707e-01,6.977508664131164551e-01
5.337604880332946777e-01,8.779513239860534668e-01,1.958843767642974854e-01,6.980311274528503418e-01
4.825822710990905762e-01,8.550673127174377441e-01,1.958999186754226685e-01,6.977478265762329102e-01
4.348585009574890137e-01,8.301759958267211914e-01,1.959912925958633423e-01,6.975127458572387695e-01
4.348585009574890137e-01,8.074926137924194336e-01,1.959465742111206055e-01,6.976182460784912109e-01
3.859777152538299561e-01,7.846086025238037109e-01,1.960058808326721191e-01,6.976302862167358398e-01
3.624826371669769287e-01,7.609214782714843750e-01,1.960223913192749023e-01,6.976543664932250977e-01
3.605232238769531250e-01,7.609214782714843750e-01,1.959106177091598511e-01,6.980432271957397461e-01
3.620635271072387695e-01,7.408478260040283203e-01,1.954119801521301270e-01,6.975730061531066895e-01
3.584164679050445557e-01,7.221796512603759766e-01,1.959465742111206055e-01,6.978713870048522949e-01
3.594073951244354248e-01,7.051169276237487793e-01,1.960029602050781250e-01,6.979739069938659668e-01
3.630278706550598145e-01,6.910651922225952148e-01,1.959699094295501709e-01,6.991644501686096191e-01
3.648811280727386475e-01,6.756085753440856934e-01,1.959174275398254395e-01,6.978713870048522949e-01
3.575943112373352051e-01,6.601513624191284180e-01,1.959611624479293823e-01,6.978713870048522949e-01
3.574962019920349121e-01,6.469026803970336914e-01,1.959611624479293823e-01,6.977116465568542480e-01
3.598021268844604492e-01,6.340557336807250977e-01,1.959553360939025879e-01,6.979437470436096191e-01
3.625115752220153809e-01,6.218107342720031738e-01,1.959553360939025879e-01,6.979437470436096191e-01
3.610090315341949463e-01,6.083613634109497070e-01,1.966396272182464600e-01,6.957344412803649902e-01
3.610090315341949463e-01,5.969194173812866211e-01,1.959922611713409424e-01,6.976815462112426758e-01
3.555728197097778320e-01,5.870834589004516602e-01,1.959465742111206055e-01,6.999028921127319336e-01
3.533275425434112549e-01,5.758420825004577637e-01,1.957560628652572632e-01,6.977357864379882812e-01
3.600524663925170898e-01,5.652030706405639648e-01,1.959242224693298340e-01,6.977809667587280273e-01
3.577292561531066895e-01,5.541623234748840332e-01,1.959174275398254395e-01,6.979859471321105957e-01
3.508092463016510010e-01,5.453300476074218750e-01,1.959213018417358398e-01,6.979226469993591309e-01
3.490061759948730469e-01,5.453300476074218750e-01,1.959494948387145996e-01,6.976754665374755859e-01
3.562466502189636230e-01,5.356947183609008789e-01,1.959358900785446167e-01,6.966084837913513184e-01
3.580212295055389404e-01,5.264606475830078125e-01,1.959358900785446167e-01,6.966084837913513184e-01
3.580212295055389404e-01,5.170259475708007812e-01,1.959339380264282227e-01,6.978864669799804688e-01
3.571155667304992676e-01,5.100003480911254883e-01,1.959767192602157593e-01,6.978201866149902344e-01
3.595848977565765381e-01,5.027736425399780273e-01,1.959465742111206055e-01,6.996949315071105957e-01
3.528903722763061523e-01,4.965505003929138184e-01,1.960340589284896851e-01,6.977146863937377930e-01
3.544908463954925537e-01,4.899266958236694336e-01,1.959621310234069824e-01,6.977297663688659668e-01
3.516408801078796387e-01,4.837035834789276123e-01,1.959825456142425537e-01,6.976332664489746094e-01
3.519674241542816162e-01,4.782835245132446289e-01,1.959874033927917480e-01,6.976785063743591309e-01
3.506835401058197021e-01,4.782835245132446289e-01,1.960146278142929077e-01,6.978051066398620605e-01
3.533087968826293945e-01,4.724622070789337158e-01,1.952583938837051392e-01,6.976785063743591309e-01
3.538664579391479492e-01,4.676445424556732178e-01,1.960107386112213135e-01,6.977146863937377930e-01
3.603310585021972656e-01,4.624256491661071777e-01,1.958911716938018799e-01,6.978352665901184082e-01
3.696624934673309326e-01,4.574068188667297363e-01,1.958911716938018799e-01,6.978352665901184082e-01
3.748941421508789062e-01,4.529909491539001465e-01,1.952613145112991333e-01,6.977086663246154785e-01
3.657855391502380371e-01,4.489757716655731201e-01,1.959903240203857422e-01,6.976875662803649902e-01
3.536000549793243408e-01,4.453629255294799805e-01,1.959874033927917480e-01,6.976182460784912109e-01
3.581086397171020508e-01,4.413477778434753418e-01,1.959708780050277710e-01,6.977779865264892578e-01
3.581086397171020508e-01,4.375337660312652588e-01,1.959572732448577881e-01,6.977658867835998535e-01
3.598272502422332764e-01,4.341215491294860840e-01,1.959737986326217651e-01,6.978623867034912109e-01
3.537678122520446777e-01,4.303075671195983887e-01,1.959475576877593994e-01,6.978924870491027832e-01
3.578512668609619141e-01,4.270954132080078125e-01,1.959232538938522339e-01,6.978533267974853516e-01
3.619709908962249756e-01,4.244862198829650879e-01,1.960087865591049194e-01,6.960901021957397461e-01
3.635641038417816162e-01,4.244862198829650879e-01,1.959592103958129883e-01,6.977478265762329102e-01
3.492041826248168945e-01,4.212740957736968994e-01,1.959504634141921997e-01,6.960268020629882812e-01
3.421548306941986084e-01,4.186646938323974609e-01,1.959874033927917480e-01,6.978201866149902344e-01
3.581660985946655273e-01,4.160551428794860840e-01,1.960010081529617310e-01,6.977900266647338867e-01
3.879351615905761719e-01,4.134455323219299316e-01,1.960097551345825195e-01,6.977900266647338867e-01
3.580811321735382080e-01,4.110367000102996826e-01,1.960097551345825195e-01,6.975639462471008301e-01
3.580811321735382080e-01,4.088285863399505615e-01,1.959407478570938110e-01,6.979739069938659668e-01
3.898531794548034668e-01,4.068212211132049561e-01,1.960048973560333252e-01,6.980763673782348633e-01
3.963647782802581787e-01,4.048138558864593506e-01,1.959864348173141479e-01,6.976543664932250977e-01
3.908715844154357910e-01,4.026057124137878418e-01,1.960340589284896851e-01,6.977056264877319336e-01
3.997252583503723145e-01,4.007990658283233643e-01,1.959281116724014282e-01,6.978111267089843750e-01
4.062592685222625732e-01,3.989924490451812744e-01,1.959718465805053711e-01,6.978684067726135254e-01
